code,category,detail,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10
7016,Industrial Products,Div Payout,- %,- %,- %,- %,- %,- %,- %,34.87 %,40.00 %,13.08 %
7016,Industrial Products,NOSH,"168,670","168,670","168,669","168,111","167,210","167,158","167,087","167,145","167,108","125,361"
7016,Industrial Products,NP Margin,6.66 %,0.96 %,1.56 %,-0.24 %,3.10 %,1.45 %,1.88 %,2.81 %,2.85 %,2.91 %
7016,Industrial Products,ROE,2.47 %,2.26 %,3.77 %,-0.60 %,8.75 %,5.69 %,7.68 %,11.15 %,10.54 %,11.25 %
7016,Industrial Products,EPS,4.67,3.63,5.92,-0.90,12.78,5.63,7.29,10.04,8.75,11.47
7016,Industrial Products,EPS GR,  28.65%  ,  -38.68%  ,  757.78%  ,  -107.04%  ,  127.00%  ,  -22.77%  ,  -27.39%  ,  14.74%  ,  -23.71%  ,  -  
7016,Industrial Products,DPS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.50,3.50,1.50
7016,Industrial Products,Price,0.3200,0.4800,0.4800,0.5100,0.5200,0.4450,0.4000,0.4500,0.6500,0.4600
7016,Industrial Products,P/E,6.89,13.21,8.11,-56.67,4.07,7.90,5.48,4.48,7.43,4.01
7016,Industrial Products,DY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.78,5.38,3.26
7609,Industrial Products,Year End,30/11/18,30/11/17,30/11/16,30/11/15,30/11/14,30/11/13,30/11/12,30/11/11,30/11/10,30/11/09
7609,Industrial Products,NP,"24,577","12,977","14,494","21,947","15,388","19,190","17,121","18,381","19,076","21,602"
7609,Industrial Products,Div,-,-,-,-,-,-,-,-,-,-
7609,Industrial Products,Div Payout,- %,- %,- %,- %,- %,- %,- %,- %,- %,- %
7609,Industrial Products,NOSH,"298,699","304,584","150,455","76,144","69,233","69,241","67,749","69,217","69,217","69,227"
7609,Industrial Products,NP Margin,7.16 %,4.02 %,4.78 %,6.52 %,4.83 %,6.43 %,5.85 %,6.71 %,8.12 %,9.55 %
7609,Industrial Products,ROE,7.15 %,3.94 %,4.50 %,7.06 %,5.94 %,7.83 %,7.66 %,8.65 %,9.70 %,11.96 %
7609,Industrial Products,EPS,8.23,4.26,9.64,31.70,22.23,27.72,24.73,26.78,27.56,31.21
7609,Industrial Products,EPS GR,  93.19%  ,  -55.81%  ,  -69.59%  ,  42.60%  ,  -19.81%  ,  12.09%  ,  -7.65%  ,  -2.83%  ,  -11.69%  ,  -  
7609,Industrial Products,DPS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7609,Industrial Products,Price,0.5700,0.6100,0.5950,4.2200,2.3300,2.2000,1.6800,1.6500,2.0200,1.6000
7609,Industrial Products,P/E,6.93,14.32,6.18,14.64,10.48,7.94,6.65,6.21,7.33,5.13
7609,Industrial Products,DY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5065,Industrial Products,Year End,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09
5065,Industrial Products,NP,"9,396","15,650","7,770","7,041","9,643","8,032","7,084","5,801","4,589","4,605"
5065,Industrial Products,Div,"1,853","1,853","2,224","1,852",-,-,-,-,-,-
5065,Industrial Products,Div Payout,19.73 %,11.85 %,28.63 %,26.32 %,- %,- %,- %,- %,- %,- %
5065,Industrial Products,NOSH,"74,153","74,153","74,153","74,115","74,152","74,166","74,255","75,220","75,287","75,202"
5065,Industrial Products,NP Margin,2.81 %,4.82 %,2.89 %,2.98 %,3.57 %,3.33 %,3.16 %,2.60 %,2.15 %,3.07 %
5065,Industrial Products,ROE,5.81 %,10.15 %,5.51 %,5.22 %,7.43 %,6.64 %,6.28 %,5.39 %,4.52 %,4.64 %
5065,Industrial Products,EPS,12.67,21.11,10.48,9.50,13.00,10.82,9.54,7.71,6.10,6.12
5065,Industrial Products,EPS GR,  -39.98%  ,  101.43%  ,  10.32%  ,  -26.92%  ,  20.15%  ,  13.42%  ,  23.74%  ,  26.39%  ,  -0.33%  ,  -  
5065,Industrial Products,DPS,2.50,2.50,3.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00
5065,Industrial Products,Price,0.8900,1.3400,0.9400,1.0200,1.0000,0.8000,0.6300,0.4800,0.4100,0.3600
5065,Industrial Products,P/E,7.02,6.35,8.97,10.74,7.69,7.39,6.60,6.22,6.73,5.88
5065,Industrial Products,DY,2.81,1.87,3.19,2.45,0.00,0.00,0.00,0.00,0.00,0.00
3883,Industrial Products,Year End,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09
3883,Industrial Products,NP,"77,534","58,766","18,807","26,255","21,759","43,226","16,015","51,662","36,010","37,844"
3883,Industrial Products,Div,"13,727","10,676",91,91,91,91,91,"51,315","7,452","7,352"
3883,Industrial Products,Div Payout,17.70 %,18.17 %,0.49 %,0.35 %,0.42 %,0.21 %,0.57 %,99.33 %,20.70 %,19.43 %
3883,Industrial Products,NOSH,"305,051","305,051","305,051","305,051","305,051","305,051","303,639","300,441","298,096","294,111"
3883,Industrial Products,NP Margin,5.16 %,4.14 %,1.71 %,2.51 %,2.33 %,4.47 %,1.95 %,5.48 %,4.72 %,5.78 %
3883,Industrial Products,ROE,7.59 %,6.10 %,2.23 %,3.12 %,2.67 %,5.41 %,2.73 %,8.91 %,6.71 %,7.52 %
3883,Industrial Products,EPS,25.42,19.26,6.17,8.61,7.13,14.20,5.29,17.19,12.08,12.87
3883,Industrial Products,EPS GR,  31.98%  ,  212.16%  ,  -28.34%  ,  20.76%  ,  -49.79%  ,  168.43%  ,  -69.23%  ,  42.30%  ,  -6.14%  ,  -  
3883,Industrial Products,DPS,4.50,3.50,0.03,0.03,0.03,0.03,0.03,17.08,2.50,2.50
3883,Industrial Products,Price,1.7900,1.3300,1.4500,2.1500,1.3000,0.9150,0.7400,0.8800,0.8500,0.8000
3883,Industrial Products,P/E,7.04,6.90,23.52,24.98,18.23,6.46,14.03,5.12,7.04,6.22
3883,Industrial Products,DY,2.51,2.63,0.02,0.01,0.02,0.03,0.04,19.41,2.94,3.13
7162,Industrial Products,Year End,31/07/18,31/07/17,31/07/16,31/07/15,31/07/14,31/07/13,31/07/12,31/07/11,31/07/10,31/07/09
7162,Industrial Products,NP,"28,836","34,442","30,354","19,804","28,999","31,614","26,406","34,918","20,627","9,110"
7162,Industrial Products,Div,"2,729","2,734",-,"5,341",-,-,-,-,-,"3,474"
7162,Industrial Products,Div Payout,9.47 %,7.94 %,- %,26.97 %,- %,- %,- %,- %,- %,38.14 %
7162,Industrial Products,NOSH,"272,946","273,427","273,953","273,914","271,526","136,384","134,803","132,365","127,735","128,672"
7162,Industrial Products,NP Margin,5.28 %,6.88 %,6.42 %,4.08 %,5.92 %,6.18 %,5.79 %,8.33 %,6.16 %,2.85 %
7162,Industrial Products,ROE,8.00 %,10.24 %,9.98 %,7.09 %,10.90 %,12.88 %,11.94 %,18.19 %,12.72 %,6.21 %
7162,Industrial Products,EPS,10.56,12.60,11.08,7.23,10.68,23.18,18.96,26.38,16.15,7.08
7162,Industrial Products,EPS GR,  -16.19%  ,  13.72%  ,  53.25%  ,  -32.30%  ,  -53.93%  ,  22.26%  ,  -28.13%  ,  63.34%  ,  128.11%  ,  -  
7162,Industrial Products,DPS,1.00,1.00,0.00,1.95,0.00,0.00,0.00,0.00,0.00,2.70
7162,Industrial Products,Price,0.8000,1.2000,0.7700,0.7200,1.7300,1.1400,0.7800,0.7600,0.6500,0.5100
7162,Industrial Products,P/E,7.57,9.53,6.95,9.96,16.20,4.92,3.98,2.88,4.03,7.20
7162,Industrial Products,DY,1.25,0.83,0.00,2.71,0.00,0.00,0.00,0.00,0.00,5.29
7091,Industrial Products,Year End,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09
7091,Industrial Products,NP,"18,797","11,892","8,665","10,464","15,213","20,597","21,877","19,342","16,116","13,427"
7091,Industrial Products,Div,"5,707","3,758","3,758","4,157","5,409","7,250",-,-,-,-
7091,Industrial Products,Div Payout,30.36 %,31.60 %,43.38 %,39.73 %,35.56 %,35.20 %,- %,- %,- %,- %
7091,Industrial Products,NOSH,"150,198","125,272","125,287","118,774","120,209","120,844","120,652","122,631","122,882","122,976"
7091,Industrial Products,NP Margin,8.26 %,5.61 %,4.84 %,5.64 %,7.57 %,10.53 %,11.50 %,11.15 %,11.49 %,12.10 %
7091,Industrial Products,ROE,7.62 %,4.87 %,3.53 %,4.44 %,6.74 %,9.58 %,12.38 %,11.61 %,10.77 %,9.71 %
7091,Industrial Products,EPS,14.12,9.50,7.11,8.81,12.66,17.05,18.13,15.77,13.11,10.91
7091,Industrial Products,EPS GR,  48.63%  ,  33.61%  ,  -19.30%  ,  -30.41%  ,  -25.75%  ,  -5.96%  ,  14.97%  ,  20.29%  ,  20.16%  ,  -  
7091,Industrial Products,DPS,3.80,3.00,3.00,3.50,4.50,6.00,0.00,0.00,0.00,0.00
7091,Industrial Products,Price,0.9500,1.0200,1.0300,1.2700,1.4900,1.6700,1.1800,0.8800,0.8800,0.7700
7091,Industrial Products,P/E,7.59,10.74,14.89,14.42,11.77,9.80,6.51,5.58,6.71,7.05
7091,Industrial Products,DY,4.00,2.94,2.91,2.76,3.02,3.59,0.00,0.00,0.00,0.00
0054,Industrial Products,Year End,31/03/18,31/03/17,31/03/16,31/03/15,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09,31/12/08
0054,Industrial Products,NP,"10,834","8,600","4,634","3,568","8,900","8,110","7,278","5,526","4,002","2,571"
0054,Industrial Products,Div,"1,427",-,"3,329","1,902","4,183","4,993","2,401",711,"1,364",-
0054,Industrial Products,Div Payout,13.17 %,- %,71.86 %,53.33 %,47.01 %,61.58 %,33.00 %,12.88 %,34.09 %,- %
0054,Industrial Products,NOSH,"475,713","475,713","475,713","475,713","380,341","356,709","240,198","237,167","227,386","190,444"
0054,Industrial Products,NP Margin,6.87 %,6.23 %,2.94 %,2.70 %,6.81 %,6.56 %,6.60 %,6.06 %,5.63 %,3.38 %
0054,Industrial Products,ROE,11.39 %,10.04 %,5.73 %,4.69 %,11.70 %,11.97 %,15.95 %,11.65 %,9.78 %,6.75 %
0054,Industrial Products,EPS,2.28,1.81,0.97,0.92,2.34,2.27,3.03,2.33,1.76,1.35
0054,Industrial Products,EPS GR,  25.97%  ,  86.60%  ,  5.43%  ,  -60.68%  ,  3.08%  ,  -25.08%  ,  30.04%  ,  32.39%  ,  30.37%  ,  -  
0054,Industrial Products,DPS,0.30,0.00,0.70,0.40,1.10,1.40,1.00,0.30,0.60,0.00
0054,Industrial Products,Price,0.1750,0.2800,0.1800,0.2300,0.3450,0.1700,0.1700,0.1000,0.1100,0.1100
0054,Industrial Products,P/E,7.68,15.49,18.48,30.67,14.74,7.48,5.61,4.29,6.25,8.15
0054,Industrial Products,DY,1.71,0.00,3.89,1.74,3.19,8.24,5.88,3.00,5.45,0.00
6971,Industrial Products,Year End,30/06/18,30/06/17,30/06/16,30/06/15,30/06/14,30/06/13,30/06/12,30/06/11,30/06/10,30/06/09
6971,Industrial Products,NP,"13,184","4,739","4,458","10,636","11,681",-549,"-1,291","6,553","1,411","1,663"
6971,Industrial Products,Div,-,-,-,"2,020","2,020",-,-,"1,347","1,011","1,348"
6971,Industrial Products,Div Payout,- %,- %,- %,19.00 %,17.30 %,- %,- %,20.56 %,71.65 %,81.10 %
6971,Industrial Products,NOSH,"102,056","101,979","67,863","67,366","67,342","66,962","67,417","67,372","67,401","67,434"
6971,Industrial Products,NP Margin,8.55 %,3.88 %,4.75 %,9.68 %,12.30 %,0.60 %,1.32 %,8.80 %,5.15 %,2.06 %
6971,Industrial Products,ROE,8.33 %,3.25 %,3.17 %,7.78 %,9.03 %,-0.47 %,-1.18 %,5.86 %,1.33 %,1.56 %
6971,Industrial Products,EPS,12.92,4.65,4.38,15.79,17.34,-0.81,-1.92,9.73,2.09,2.47
6971,Industrial Products,EPS GR,  177.85%  ,  6.16%  ,  -72.26%  ,  -8.94%  ,"  2,240.74%  ",  57.81%  ,  -119.73%  ,  365.55%  ,  -15.38%  ,  -  
6971,Industrial Products,DPS,0.00,0.00,0.00,3.00,3.00,0.00,0.00,2.00,1.50,2.00
6971,Industrial Products,Price,1.0000,1.0300,1.2300,1.1800,1.2000,0.6400,0.8400,0.7700,0.6100,0.5900
6971,Industrial Products,P/E,7.74,22.16,18.72,7.47,6.92,-78.06,-43.87,7.92,29.14,23.92
6971,Industrial Products,DY,0.00,0.00,0.00,2.54,2.50,0.00,0.00,2.60,2.46,3.39
5152,Industrial Products,Year End,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09
5152,Industrial Products,NP,"12,991","9,513","11,917","6,180","4,068","6,306","16,435","12,208","7,215","8,625"
5152,Industrial Products,Div,"2,990","1,825","3,680","2,756","3,680","6,436","9,197","3,685","1,380","1,169"
5152,Industrial Products,Div Payout,23.02 %,19.19 %,30.88 %,44.61 %,90.48 %,102.07 %,55.96 %,30.19 %,19.13 %,13.56 %
5152,Industrial Products,NOSH,"99,675","91,270","92,006","91,897","92,022","91,953","91,976","92,135","92,028","38,991"
5152,Industrial Products,NP Margin,8.04 %,5.86 %,7.52 %,10.15 %,8.51 %,12.48 %,20.79 %,22.14 %,16.37 %,33.93 %
5152,Industrial Products,ROE,10.51 %,9.22 %,12.22 %,7.31 %,4.97 %,7.71 %,20.08 %,17.43 %,12.44 %,37.49 %
5152,Industrial Products,EPS,13.03,10.42,12.95,6.72,4.42,6.85,17.86,13.25,7.84,22.12
5152,Industrial Products,EPS GR,  25.05%  ,  -19.54%  ,  92.71%  ,  52.04%  ,  -35.47%  ,  -61.65%  ,  34.79%  ,  69.01%  ,  -64.56%  ,  -  
5152,Industrial Products,DPS,3.00,2.00,4.00,3.00,4.00,7.00,10.00,4.00,1.50,3.00
5152,Industrial Products,Price,1.0100,1.2500,1.0100,0.8000,0.7850,1.0500,0.9400,0.6200,0.6200,0.6300
5152,Industrial Products,P/E,7.75,11.99,7.80,11.90,17.76,15.31,5.26,4.68,7.91,2.85
5152,Industrial Products,DY,2.97,1.60,3.96,3.75,5.10,6.67,10.64,6.45,2.42,4.76
6998,Industrial Products,Year End,31/03/18,31/03/17,31/03/16,31/03/15,31/03/14,31/03/13,31/03/12,31/03/11,31/03/10,31/03/09
6998,Industrial Products,NP,"4,929","-11,676","-36,083","6,039","-1,506",-819,"-9,486","9,536",364,"4,103"
6998,Industrial Products,Div,-,-,-,-,-,-,-,-,-,-
6998,Industrial Products,Div Payout,- %,- %,- %,- %,- %,- %,- %,- %,- %,- %
6998,Industrial Products,NOSH,"287,594","217,320","178,172","101,942","101,756","102,374","101,884","101,880","8,161","103,910"
6998,Industrial Products,NP Margin,0.74 %,-2.04 %,-6.58 %,1.70 %,0.69 %,0.93 %,0.03 %,4.48 %,1.43 %,2.89 %
6998,Industrial Products,ROE,6.86 %,-23.36 %,-77.89 %,9.71 %,-2.60 %,-1.31 %,-15.52 %,14.63 %,7.31 %,6.37 %
6998,Industrial Products,EPS,1.71,-5.37,-20.25,5.61,-1.48,-0.80,-9.31,9.36,0.36,4.03
6998,Industrial Products,EPS GR,  131.84%  ,  73.48%  ,  -460.96%  ,  479.05%  ,  -85.00%  ,  91.41%  ,  -199.47%  ,"  2,500.00%  ",  -91.07%  ,  -  
6998,Industrial Products,DPS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
6998,Industrial Products,Price,0.1350,0.2400,0.2700,0.3100,0.3150,0.2950,0.3700,0.3400,0.3900,0.1800
6998,Industrial Products,P/E,7.88,-4.47,-1.33,5.23,-21.28,-36.88,-3.97,3.63,8.74,4.56
6998,Industrial Products,DY,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5576,Industrial Products,Year End,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09
5576,Industrial Products,NP,"11,845","12,062","12,816","17,434","5,803","16,681","13,437","9,362","80,274","1,474"
5576,Industrial Products,Div,-,"1,647",-,-,-,-,-,-,-,-
5576,Industrial Products,Div Payout,- %,13.66 %,- %,- %,- %,- %,- %,- %,- %,- %
5576,Industrial Products,NOSH,"340,538","219,702","219,702","110,271","109,905","109,888","109,869","134,637","109,405","109,999"
5576,Industrial Products,NP Margin,5.27 %,5.41 %,5.82 %,7.57 %,3.03 %,8.76 %,6.43 %,4.73 %,37.09 %,0.93 %
5576,Industrial Products,ROE,3.16 %,3.35 %,3.67 %,5.13 %,1.80 %,5.27 %,4.48 %,2.67 %,28.66 %,0.73 %
5576,Industrial Products,EPS,3.48,5.49,5.83,15.81,5.28,15.18,12.23,8.52,-1.01,1.34
5576,Industrial Products,EPS GR,  -36.61%  ,  -5.83%  ,  -63.12%  ,  199.43%  ,  -65.22%  ,  24.12%  ,  43.54%  ,  943.56%  ,  -175.37%  ,  -  
5576,Industrial Products,DPS,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5576,Industrial Products,Price,0.2750,0.4800,0.5500,1.4800,0.8100,0.7100,0.5000,0.4500,0.4300,0.3300
5576,Industrial Products,P/E,7.91,8.74,9.43,9.36,15.34,4.68,4.09,6.47,0.59,24.63
5576,Industrial Products,DY,0.00,1.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
7169,Industrial Products,Year End,31/03/18,31/03/17,31/03/16,31/03/15,31/03/14,31/03/13,31/03/12,31/03/11,31/03/10,31/03/09
7169,Industrial Products,NP,"27,862","22,944","12,337","22,433","23,134","14,036","17,851","12,680","14,043","11,638"
7169,Industrial Products,Div,"11,819","8,253","6,597","6,872","5,424","6,633","8,819","4,967","4,962","1,860"
7169,Industrial Products,Div Payout,42.42 %,35.97 %,53.48 %,30.64 %,23.45 %,47.26 %,49.41 %,39.18 %,35.34 %,15.99 %
7169,Industrial Products,NOSH,"168,843","165,064","164,933","137,457","135,603","132,665","125,994","124,191","124,059","124,053"
7169,Industrial Products,NP Margin,4.36 %,4.10 %,2.28 %,4.06 %,4.80 %,3.37 %,4.80 %,3.85 %,4.61 %,3.81 %
7169,Industrial Products,ROE,10.51 %,9.39 %,5.46 %,10.14 %,10.60 %,8.89 %,12.32 %,9.45 %,10.99 %,10.45 %
7169,Industrial Products,EPS,16.87,13.90,7.48,16.32,17.06,10.58,14.03,10.21,11.32,9.39
7169,Industrial Products,EPS GR,  21.37%  ,  85.83%  ,  -54.17%  ,  -4.34%  ,  61.25%  ,  -24.59%  ,  37.41%  ,  -9.81%  ,  20.55%  ,  -  
7169,Industrial Products,DPS,7.00,5.00,4.00,5.00,4.00,5.00,7.00,4.00,4.00,1.50
7169,Industrial Products,Price,1.3100,1.2100,1.1700,1.5000,1.2600,0.8550,0.6900,0.6200,0.6400,0.3600
7169,Industrial Products,P/E,7.94,8.71,15.64,9.19,7.39,8.08,4.87,6.07,5.65,3.84
7169,Industrial Products,DY,5.34,4.13,3.42,3.33,3.17,5.85,10.14,6.45,6.25,4.17
7229,Industrial Products,Year End,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09
7229,Industrial Products,NP,"64,010","63,089","74,649","94,706","87,618","67,400","61,746","47,606","28,608","27,783"
7229,Industrial Products,Div,"29,888","29,888","33,094","32,732","25,928","21,322","14,683","10,701","8,743","6,859"
7229,Industrial Products,Div Payout,46.69 %,47.37 %,44.33 %,34.56 %,29.59 %,31.64 %,23.78 %,22.48 %,30.56 %,24.69 %
7229,Industrial Products,NOSH,"221,393","221,393","220,631","218,216","216,073","213,223","183,549","178,358","174,865","171,499"
7229,Industrial Products,NP Margin,13.08 %,12.15 %,12.37 %,11.85 %,10.53 %,8.51 %,8.78 %,9.87 %,7.42 %,5.20 %
7229,Industrial Products,ROE,9.70 %,10.03 %,12.67 %,17.36 %,19.22 %,17.09 %,20.89 %,20.22 %,14.87 %,14.73 %
7229,Industrial Products,EPS,28.91,28.50,33.83,43.40,40.55,31.61,33.64,26.69,16.36,16.20
7229,Industrial Products,EPS GR,  1.44%  ,  -15.76%  ,  -22.05%  ,  7.03%  ,  28.28%  ,  -6.03%  ,  26.04%  ,  63.14%  ,  0.99%  ,  -  
7229,Industrial Products,DPS,13.50,13.50,15.00,15.00,12.00,10.00,8.00,6.00,5.00,4.00
7229,Industrial Products,Price,2.3000,2.7300,2.3800,2.7400,2.7500,3.1500,1.6500,1.2200,1.0500,0.8200
7229,Industrial Products,P/E,7.96,9.58,7.03,6.31,6.78,9.97,4.90,4.57,6.42,5.06
7229,Industrial Products,DY,5.87,4.95,6.30,5.47,4.36,3.17,4.85,4.92,4.76,4.88
9873,Industrial Products,Year End,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09
9873,Industrial Products,NP,"12,610","43,126","24,340","10,659","12,309","12,205","7,701","8,080","6,120","4,203"
9873,Industrial Products,Div,"2,936","9,865","3,519","3,500","3,491","3,482","1,043","1,740","1,742","2,605"
9873,Industrial Products,Div Payout,23.28 %,22.87 %,14.46 %,32.84 %,28.37 %,28.53 %,13.55 %,21.54 %,28.47 %,62.00 %
9873,Industrial Products,NOSH,"195,746","197,301","175,994","175,024","174,595","174,108","173,868","174,032","174,232","173,719"
9873,Industrial Products,NP Margin,3.52 %,6.84 %,4.94 %,2.13 %,2.39 %,2.70 %,1.69 %,2.26 %,2.18 %,2.57 %
9873,Industrial Products,ROE,4.47 %,15.50 %,10.40 %,4.95 %,6.08 %,6.32 %,4.22 %,4.60 %,3.58 %,2.52 %
9873,Industrial Products,EPS,6.42,22.36,13.83,6.09,7.05,7.01,4.42,4.64,3.52,2.41
9873,Industrial Products,EPS GR,  -71.29%  ,  61.68%  ,  127.09%  ,  -13.62%  ,  0.57%  ,  58.60%  ,  -4.74%  ,  31.82%  ,  46.06%  ,  -  
9873,Industrial Products,DPS,1.50,5.00,2.00,2.00,2.00,2.00,0.60,1.00,1.00,1.50
9873,Industrial Products,Price,0.5200,1.0400,0.8700,0.4800,0.4500,0.4600,0.2800,0.3400,0.4700,0.5700
9873,Industrial Products,P/E,8.07,4.76,6.29,7.88,6.38,6.56,6.32,7.32,13.38,23.56
9873,Industrial Products,DY,2.88,4.81,2.30,4.17,4.44,4.35,2.14,2.94,2.13,2.63
5916,Industrial Products,Year End,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09
5916,Industrial Products,NP,"34,297","15,928","37,452","-4,795","-9,865","16,783","-172,271","60,523","-80,249","72,358"
5916,Industrial Products,Div,"8,000","4,000","7,989",-,-,-,-,"18,000","2,249",-
5916,Industrial Products,Div Payout,23.33 %,25.11 %,21.33 %,- %,- %,- %,- %,29.74 %,- %,- %
5916,Industrial Products,NOSH,"400,000","100,000","100,000","100,000","100,000","100,000","100,000","100,000","74,998","75,061"
5916,Industrial Products,NP Margin,2.68 %,1.11 %,2.53 %,-0.33 %,-0.52 %,0.69 %,-10.90 %,1.83 %,-3.66 %,3.71 %
5916,Industrial Products,ROE,9.86 %,5.47 %,13.30 %,-1.99 %,-4.22 %,7.53 %,-74.58 %,14.17 %,-30.31 %,19.67 %
5916,Industrial Products,EPS,8.60,15.90,37.50,-4.80,-9.90,16.80,-172.30,61.60,-107.00,96.50
5916,Industrial Products,EPS GR,  -45.91%  ,  -57.60%  ,  881.25%  ,  51.52%  ,  -158.93%  ,  109.75%  ,  -379.71%  ,  157.57%  ,  -210.88%  ,  -  
5916,Industrial Products,DPS,2.00,4.00,8.00,0.00,0.00,0.00,0.00,18.00,3.00,0.00
5916,Industrial Products,Price,0.7000,3.3400,3.9300,2.4800,2.5500,2.7300,3.1400,3.9900,4.4700,3.7100
5916,Industrial Products,P/E,8.16,20.97,11.43,-51.72,-25.85,16.27,-1.82,6.59,-4.18,3.85
5916,Industrial Products,DY,2.86,1.20,2.04,0.00,0.00,0.00,0.00,4.51,0.67,0.00
5105,Industrial Products,Year End,31/12/18,31/12/17,31/12/16,31/12/15,31/12/14,31/12/13,31/12/12,31/12/11,31/12/10,31/12/09
5105,Industrial Products,NP,"46,576","63,575","86,373","77,327","63,776","69,669","170,725","32,413","19,442","31,180"
5105,Industrial Products,Div,"7,686","7,686","7,686","7,686","7,620","7,620","6,096","4,571","4,570","4,570"
5105,Industrial Products,Div Payout,16.50 %,12.09 %,8.90 %,9.94 %,11.95 %,10.94 %,3.57 %,14.10 %,23.51 %,14.66 %
5105,Industrial Products,NOSH,"192,153","192,153","192,153","192,153","152,400","152,400","152,404","152,384","152,363","152,366"
5105,Industrial Products,NP Margin,3.80 %,5.59 %,9.31 %,9.14 %,7.90 %,10.00 %,22.55 %,5.47 %,4.63 %,7.75 %
5105,Industrial Products,ROE,5.61 %,8.01 %,11.54 %,11.69 %,12.25 %,15.13 %,43.01 %,14.18 %,10.24 %,17.80 %
5105,Industrial Products,EPS,24.24,33.09,44.95,44.34,41.85,45.71,112.02,21.27,12.76,20.46
5105,Industrial Products,EPS GR,  -26.75%  ,  -26.38%  ,  1.38%  ,  5.95%  ,  -8.44%  ,  -59.19%  ,  426.66%  ,  66.69%  ,  -37.63%  ,  -  
5105,Industrial Products,DPS,4.00,4.00,4.00,4.00,5.00,5.00,4.00,3.00,3.00,3.00
5105,Industrial Products,Price,1.9800,2.8900,3.3200,4.5600,2.1200,3.2700,2.3500,1.0300,1.1100,0.9500
5105,Industrial Products,P/E,8.17,8.73,7.39,11.33,5.07,7.15,2.10,4.84,8.70,4.64
5105,Industrial Products,DY,2.02,1.38,1.20,0.88,2.36,1.53,1.70,2.91,2.70,3.16
5007,Industrial Products,Year End,30/06/18,30/06/17,30/06/16,30/06/15,30/06/14,30/06/13,30/06/12,30/06/11,30/06/10,30/06/09
5007,Industrial Products,NP,"55,884","50,859","63,369","40,735","35,846","22,150","47,635","35,520","13,940","2,800"
5007,Industrial Products,Div,"23,737","20,368","25,455","16,555","13,168","8,172","6,812","8,176","4,364",-
5007,Industrial Products,Div Payout,42.48 %,40.05 %,40.17 %,40.64 %,36.74 %,36.90 %,14.30 %,23.02 %,31.31 %,- %
5007,Industrial Products,NOSH,"296,720","299,533","299,470","283,479","272,630","272,420","272,511","272,536","272,773","271,844"
5007,Industrial Products,NP Margin,9.45 %,9.76 %,12.47 %,9.84 %,9.20 %,5.79 %,12.47 %,8.82 %,3.46 %,0.12 %
5007,Industrial Products,ROE,10.18 %,9.54 %,12.82 %,9.58 %,9.46 %,6.25 %,13.98 %,12.18 %,5.11 %,1.04 %
5007,Industrial Products,EPS,18.83,16.98,21.16,14.37,13.15,8.13,17.48,13.03,5.11,1.03
5007,Industrial Products,EPS GR,  10.90%  ,  -19.75%  ,  47.25%  ,  9.28%  ,  61.75%  ,  -53.49%  ,  34.15%  ,  154.99%  ,  396.12%  ,  -  
5007,Industrial Products,DPS,8.00,6.80,8.50,5.84,4.83,3.00,2.50,3.00,1.60,0.00
5007,Industrial Products,Price,1.5400,1.7900,1.4500,1.5400,1.3400,1.0700,1.3500,1.5100,1.0500,1.1700
5007,Industrial Products,P/E,8.18,10.54,6.85,10.72,10.19,13.16,7.72,11.59,20.55,113.59
5007,Industrial Products,DY,5.19,3.80,5.86,3.79,3.60,2.80,1.85,1.99,1.52,0.00
7579,Industrial Products,Year End,30/06/18,30/06/17,30/06/16,30/06/15,30/06/14,30/06/13,30/06/12,30/06/11,30/06/10,30/06/09
